file,line,type,field,ts_type,optional,nullable,runtime_validator_strictness
endpoints.ts,539,AuditEntry,at,string,no,no,z.string()
endpoints.ts,543,AuditResponse,entries,AuditEntry[],no,no,z.array
endpoints.ts,556,OrderTimelineEvent,at,string,no,no,z.string()
endpoints.ts,557,OrderTimelineEvent,kind,string,no,no,z.string() OPEN vocabulary
endpoints.ts,558,OrderTimelineEvent,label,string,no,no,z.string()
endpoints.ts,559,OrderTimelineEvent,detail,string|null,no,yes,z.string().nullable()
endpoints.ts,560,OrderTimelineEvent,attend,boolean,no,no,z.boolean()
endpoints.ts,565,OrderTimelineResponse,order_id,string,no,no,z.string()
endpoints.ts,566,OrderTimelineResponse,events,OrderTimelineEvent[],no,no,z.array
endpoints.ts,581,GrantedPermissionSchema,action,string,no,no,z.string() (NOT the Action union - runtime is weaker than authz.ts TS)
endpoints.ts,582,GrantedPermissionSchema,path,string|undefined,yes,no,z.string().optional()
endpoints.ts,583,GrantedPermissionSchema,when,Record<string (string|null)[]>|undefined,yes,no,z.record(z.string() z.array(z.string().nullable())).optional()
endpoints.ts,590,MePermissionsResponse,role,Role,no,no,z.enum(ROLES) closed
endpoints.ts,591,MePermissionsResponse,rules,GrantedPermissionSchema[],no,no,z.array
endpoints.ts,602,DeliveryWithReport,<extends Delivery>,all Delivery fields,no,no,Delivery.extend
endpoints.ts,602,DeliveryWithReport,report,Report|null,no,yes,Report.nullable()
endpoints.ts,605,EscalationsResponse,escalations,Escalation[],no,no,z.array (no exported TS type)
endpoints.ts,606,RulesResponse,rules,Rule[],no,no,z.array (no exported TS type)
endpoints.ts,607,GoldenResponse,golden_fields,GoldenField[],no,no,z.array (no exported TS type)
endpoints.ts,608,EnginesResponse,engines,Engine[],no,no,z.array (no exported TS type)
endpoints.ts,609,RoutingResponse,cells,EngineRoutingCell[],no,no,z.array (no exported TS type)
endpoints.ts,610,DeliveriesResponse,deliveries,DeliveryWithReport[],no,no,z.array (no exported TS type)
endpoints.ts,613,ComplaintsResponse,complaints,Complaint[],no,no,z.array (no exported TS type)
endpoints.ts,614,ReportsResponse,reports,Report[],no,no,z.array (no exported TS type)
endpoints.ts,615,BugsResponse,bugs,Bug[],no,no,z.array (no exported TS type)
endpoints.ts,628,SourcePage,n,number,no,no,z.number().int()
endpoints.ts,630,SourcePage,read_in_full,boolean,no,no,z.boolean()
endpoints.ts,632,SourcePage,kind,string,no,no,z.string() OPEN vocabulary
endpoints.ts,633,SourcePage,lines,string[],no,no,z.array(z.string())
endpoints.ts,635,SourcePage,degraded,boolean,no,no,z.boolean()
endpoints.ts,649,PackageInstrument,id,string,no,no,z.string()
endpoints.ts,651,PackageInstrument,label,string,no,no,z.string()
endpoints.ts,653,PackageInstrument,kind,string,no,no,z.string() OPEN vocabulary
endpoints.ts,654,PackageInstrument,first_page,number,no,no,z.number().int() inclusive
endpoints.ts,655,PackageInstrument,last_page,number,no,no,z.number().int() inclusive
endpoints.ts,656,PackageInstrument,recorded_ref,string|null,no,yes,z.string().nullable()
endpoints.ts,665,OrderPagesResponse,order_id,string,no,no,z.string()
endpoints.ts,666,OrderPagesResponse,total_pages,number,no,no,z.number().int()
endpoints.ts,667,OrderPagesResponse,pages,SourcePage[],no,no,z.array
endpoints.ts,668,OrderPagesResponse,instruments,PackageInstrument[],no,no,z.array REQUIRED (empty array is the answer)
endpoints.ts,679,ExcludeFieldRequest,reason,string,no,no,z.string().min(1) NON-EMPTY
